,Unnamed: 0,id,original_tweet,tweet,lat,lng,place,date,sentiment,cleaned_tweet,mentions
505,505,1478286180563050500,@sophieelsworth The Australian public picks up the tab. Whether it’s funded collectively through the Medicare levy and taxes or individuals fork out of their own disposable income. Either way we pay. Scumo likes to talk about “the Australian Way” well that way is publicly funded access for all.,australian public picks tab whether funded collectively medicare levy taxes individuals fork disposable income either way pay scumo likes talk australian way well way publicly funded access,-27.5667,151.95,Queensland,2022-01-04 19:44:25,1,public tab whether funded collectively levy fork disposable income either way pay talk way well way publicly funded access,{'@sophieelsworth'}
506,506,1478288148434018304,@sophieelsworth Get the free 44 billion back you threw at greedy companies and you can fix our health care system at the same time,get free billion back threw greedy companies fix health care system time,-42.8806,147.325,Tasmania,2022-01-04 19:52:14,1,get free billion back threw greedy fix health care system time,{'@sophieelsworth'}
507,507,1478292232398512129,If she had the certificate &amp; a Medicare card  They cannot Refuse Entry,ceificate amp medicare card cannot refuse entry,-36.75,144.2667,Victoria,2022-01-04 20:08:28,0,card cannot refuse entry,set()
508,508,1478294575609368578,"@eleaud @JonPiccini XR married a white wellness influencer type and I still love him, it's incurable 😬😂",xr married white wellness influencer type still love incurable,-27.5667,151.95,Queensland,2022-01-04 20:17:46,1,married white wellness influencer type still love incurable,"{'@eleaud', '@JonPiccini'}"
509,509,1478299778354089985,"@amirhimself No! I got Omicron in Sydney 🤣 fine now, but it's back to quarantine there except Phuket I believe. To be reviewed on 20/1.",got omicron sydney fine back quarantine except phuket believe reviewed,-27.6167,152.7667,Queensland,2022-01-04 20:38:27,0,got omicron fine back quarantine except believe,{'@amirhimself'}
510,510,1478302317413756930,The LNP are a disgrace! With the tax rate and Medicare levy we have all paid our entire working lives everything medical should be free including prescription drugs. Why are we paying for RAT kits? Because Fraudenberg et al has been fraudulently using public money for….whatever!,lnp disgrace tax rate medicare levy paid entire working lives everything medical free including prescription drugs paying rat kits fraudenberg et al fraudulently using public money forwhatever,-32.9167,151.75,New South Wales,2022-01-04 20:48:32,0,disgrace tax rate levy entire working everything medical free prescription paying rat al fraudulently public money,set()
511,511,1478310444611751939,@LesStonehouse 26 years of underfunding our health care (thanks Jonny) have come back to bite the LNP I've never seen such a panic,years underfunding health care thanks jonny come back bite lnp ive never seen panic,-42.8806,147.325,Tasmania,2022-01-04 21:20:50,1,health care thanks come back bite never seen panic,{'@LesStonehouse'}
512,512,1478313712800845824,"@picbykap I’m not sure if Rogenic Tea is available in the states, they have a tea you drink before bed and within 20 minutes you’re sound asleep 💤 it’s made by our bush medicine Indigenous people, they have lots of teas to treat female problems as well and they all work really well 🤗",im sure rogenic tea available states tea drink bed within minutes youre sound asleep made bush medicine indigenous people lots teas treat female problems well work really well,-31.9522,115.8589,Western Australia,2022-01-04 21:33:49,1,sure tea available tea drink bed within sound asleep made bush medicine indigenous people lots treat female well work really well,{'@picbykap'}
513,513,1478315140055371777,@reddishraven I’m hearing he got a medical certificate of wellness from Pat Cash,im hearing got medical ceificate wellness pat cash,-35.2931,149.1269,Australian Capital Territory,2022-01-04 21:39:29,0,hearing got medical wellness pat cash,{'@reddishraven'}
514,514,1478317444137504768,"Medicare: today I had a consult with a GP in med center re poss fractured tib, an xray of tib, a consult re neck i jury, An mri of said injury (results tomoz), was referred to a back surgeon and prescribed meds. It happened in 1 day and cost $67 for meds. Medicare rocks!",medicare today consult gp med center poss fractured tib xray tib consult neck jury mri said injury results tomoz referred back surgeon prescribed meds happened day cost meds medicare rocks,-32.9167,151.75,New South Wales,2022-01-04 21:48:39,0,today consult center poss tib tib consult neck jury said injury back surgeon day cost,set()
515,515,1478319529931395074,"Not mad about the borders opening, not mad about 2000 + cases, not even concerned about contracting #COVID - but now my Nan is locked down in her care home when our time is limited and all I have now is phone calls and I was not prepared for this pain 😞 #COVID19Aus #Omicron",mad borders opening mad cases even concerned contracting covid nan locked care home time limited phone calls prepared pain omicron,-42.8806,147.325,Tasmania,2022-01-04 21:56:56,0,mad opening mad even concerned covid nan locked care home time limited phone prepared pain omicron,set()
516,516,1478327308448526338,@Dylanjohnsmith3 Well the fans booed the COVID vaccine last year so he might have the crowd on his side.,well fans booed covid vaccine last year might crowd side,-41.4419,147.145,Tasmania,2022-01-04 22:27:50,0,well covid vaccine last year might crowd side,{'@Dylanjohnsmith3'}
517,517,1478327470700974081,"That’s the plan. We know you paid taxes and the Medicare levy all your working life but we can’t afford to pay you the exorbitant $912.00 per fortnight age pension AND free RAT’s. We’ve got Scumo’s holidays, curry ingredients, barramundi to fly in &amp; Rupert &amp; Gerry to look after.",thats plan know paid taxes medicare levy working life cant afford pay exorbitant per fonight age pension free rats weve got scumos holidays curry ingredients barramundi fly amp rupe amp gerry look,-32.9167,151.75,New South Wales,2022-01-04 22:28:29,1,thats plan know levy working life cant afford pay exorbitant per age pension free weve got curry barramundi fly look,set()
518,518,1478329681485000704,"@AnnastaciaMP Shall we go with 3rd dose, rather than 'booster' cause - we all know the 4th and even 5th dose  is on it's way.   Other vaccines needed it so of course this one does too 😉 throw some Aus/Qld stats up for these:  https://t.co/GK6BGnr3Zi",shall go dose rather booster cause know even dose way vaccines needed course one throw ausqld stats,-16.9303,145.7703,Queensland,2022-01-04 22:37:16,0,shall go dose rather booster cause know even dose way course one throw,{'@AnnastaciaMP'}
519,519,1478330651333910528,"@thommo52 @karenandrewsmp This phone is driving me nuts. It logs me out, and /or shuts down, whenever wants, and it's the phone that my husband's emergency medical aid goes to before 000. I'm getting rid of it on Thursday,it's just not safe.",phone driving nuts logs shuts whenever wants phone husbands emergency medical aid goes im getting rid thursdayits safe,-41.4419,147.145,Tasmania,2022-01-04 22:41:07,0,phone driving whenever phone emergency medical aid goes getting rid safe,"{'@thommo52', '@karenandrewsmp'}"
520,520,1478337605246717957,@friendsofadik Omicron for me was nowhere near as bad as a diagnosed flu for a month! I was so sick.,omicron nowhere near bad diagnosed flu month sick,-27.6167,152.7667,Queensland,2022-01-04 23:08:45,0,omicron nowhere near bad flu month sick,{'@friendsofadik'}
521,521,1478344092165685249,"Great reporting Peter got anything on the lack of effort my the PM and health commissioners in informing the public about what’s going on. I know they said we’re on our own to live with the virus but no instructions, what’s that about. Please if you can’t report about it who can?",great repoing peter got anything lack effo pm health commissioners informing public whats going know said live virus instructions whats please cant repo,-42.8806,147.325,Tasmania,2022-01-04 23:34:32,1,great peter got anything lack health public whats going know said live virus whats please cant,set()
522,522,1478352045014863873,What is #ScottyFromEugenics doing with #RATs?  No 1 job of govt is to protect the citizens.  #Medicare  #Auspol #AlboForPM,scottyfromeugenics rats job govt protect citizens medicare auspol alboforpm,-36.75,144.2667,Victoria,2022-01-05 00:06:08,0,job protect,set()
523,523,1478354964443369472,"There were one hour waits to get to the triage window (the TRIAGE window) at the Launceston General Hospital 6 months ago. The Tasmanian health system issn’t prepared for an average Tuesday, let alone a COVID surge. @DrBastianSeidel was our chance and we blew it. #politas",one hour waits get triage window triage window launceston general hospital months ago tasmanian health system issnt prepared average tuesday let alone covid surge chance blew politas,-42.8806,147.325,Tasmania,2022-01-05 00:17:44,0,one hour get triage window triage window general hospital ago health system prepared average let alone covid surge chance,{'@DrBastianSeidel'}
